id,name,content,type
903000206,selenium,"Selenium is an open-source tool that automates web browsers. It provides a single interface that lets you write test scripts in programming languages like Ruby, Java, NodeJS, PHP, Perl, Python, and C#, among others.

Visit the following resources to learn more:

- [Seleniums Official Website](https://www.selenium.dev/)
- [Selenium Tutorial](https://www.browserstack.com/selenium)
",concept
903000207,jest,"Jest is a delightful JavaScript Testing Framework with a focus on simplicity.
It works with projects using: Babel, TypeScript, Node, React, Angular, Vue and more!

Visit the following resources to learn more:

- [Official Website](https://jestjs.io/)
- [Official Documentation](https://jestjs.io/docs/getting-started)
- [Jest Crash Course - Unit Testing in JavaScript](https://www.youtube.com/watch?v=7r4xVDI2vho)
",concept
903000208,puppeteer,"Puppeteer is a Node library which provides a high-level API to control headless Chrome or Chromium over the DevTools Protocol. It can also be configured to use full (non-headless) Chrome or Chromium.

Visit the following resources to learn more:

- [Puppetter](https://developer.chrome.com/docs/puppeteer/)
- [Puppetter Tutorial](https://www.freecodecamp.org/news/how-to-use-puppeteer-with-nodejs/)
",concept
903000209,playwright,"Playwright Test was created specifically to accommodate the needs of end-to-end testing. Playwright supports all modern rendering engines including Chromium, WebKit, and Firefox. Test on Windows, Linux, and macOS, locally or on CI, headless or headed with native mobile emulation of Google Chrome for Android and Mobile Safari.Playwright leverages the DevTools protocol to write powerful, stable automated tests.Playwright can actually see into and control the browser rather than relying on a middle translation layer, it allows for the simulation of more insightful and relevant user scenarios.

Visit the following resources to learn more:

- [Official Website: Playwright](https://playwright.dev/)
- [Playwright Tutorial](https://www.browserstack.com/guide/playwright-tutorial)
",concept
90301,mobile automation,mobile automation,topic
9030100,appium,"Appium is an open-source framework that allows QAs to conduct automated app testing on different platforms like Android, iOS, and Windows. It is developed and supported by Sauce Labs to automate native and hybrid mobile apps. It is a cross-platform mobile automation tool, which means that it allows the same test to be run on multiple platforms.

Visit the following resources to learn more:

- [Appium Website](https://appium.io/)
- [Appium Tutorial for Mobile Application Testing](https://www.browserstack.com/guide/appium-tutorial-for-testing)
- [Appium Website](https://appium.io/docs/en/2.0/intro/)
- [Appium example tests on Github](https://github.com/appium/appium/tree/1.x/sample-code)
",concept
9030101,xcuitest,"Mobile app testing, and more specifically, app UI testing involves checking how the interface behaves when user actions are performed and then compares results with expected outcomes. Here, testers try to replicate exactly how a user would interact with the application and validate the state of the UI. XCUITest allows them to write test cases for these purposes using two fundamental concepts.

Visit the following resources to learn more:

- [Official Documentation](https://developer.apple.com/documentation/xctest/)
- [Getting Started with XCUITest](https://www.browserstack.com/guide/getting-started-xcuitest-framework)
- [Xcuitest - End to End Testing](https://testautomationu.applitools.com/learningpaths.html?id=mobile-swift-path)
",concept
9030102,espresso,"Espresso is a native testing framework for Android to write reliable UI tests. Google released the Espresso framework in October 2013 and, as of release version 2.0, Espresso is part of the Android Support Repository. One of the important features in Espresso is that it automatically synchronizes your test actions with the user interface of your application. The framework also ensures that your activity is started before the test runs. It can also force a test to wait until all observer background activities have finished, which is sometimes a problem with other testing frameworks.

Visit the following resources to learn more:

- [Official Documentation](https://developer.android.com/training/testing/espresso#kotlin)
- [Espresso Testing Tutorial](https://www.tutorialspoint.com/espresso_testing/index.htm)
- [Espresso Code Samples on Github](https://github.com/android/testing-samples)
",concept
9030103,detox,"Detox is a JavaScript mobile testing framework that is built into the application and the test execution starts with app launch. This makes test execution really fast and robust as no external additional tools are needed to orchestrate and synchronize during the test execution.

Visit the following resources to learn more:

- [Detox Website](https://wix.github.io/Detox/)
- [Getting Started with Detox](https://wix.github.io/Detox/docs/introduction/getting-started)
- [Test Automation Tools: Detox](https://www.spritecloud.com/test-automation-tools-detox/)
",concept
90302,backend automation,backend automation,topic
9030200,karate framework,"Karate is the only open-source tool to combine API test-automation, mocks, performance-testing and even UI automation into a single, unified framework. The BDD syntax popularized by Cucumber is language-neutral, and easy for even non-programmers. Assertions and HTML reports are built-in, and you can run tests in parallel for speed.

There's also a cross-platform stand-alone executable for teams not comfortable with Java. You don't have to compile code. Just write tests in a simple, readable syntax - carefully designed for HTTP, JSON, GraphQL and XML. And you can mix API and UI test-automation within the same test script.

A Java API also exists for those who prefer to programmatically integrate Karate's rich automation and data-assertion capabilities.

Visit the following resources to learn more:

- [karate website](https://www.karatelabs.io/)
- [karate architecture](https://github.com/karatelabs/karate/blob/master/karate-core/src/test/resources/karate-map.jpg?raw=true)
- [karate for beginner](https://www.youtube.com/watch?v=1f6xtJpRx4k&list=PLhW3qG5bs-L-y5Q1zDXJAur1JNZVFB534)
",concept
9030201,cypress,"Cypress framework is a JavaScript-based end-to-end testing framework built on top of Mocha – a feature-rich JavaScript test framework running on and in the browser, making asynchronous testing simple and convenient. It also uses a BDD/TDD assertion library and a browser to pair with any JavaScript testing framework.

Visit the following resources to learn more:

- [Official Website](https://www.cypress.io/)
- [Official Documentation](https://docs.cypress.io/guides/overview/why-cypress#Other)
- [Cypress End-to-End Testing](https://www.youtube.com/watch?v=7N63cMKosIE)
- [Cypress Tips & Trics](https://www.youtube.com/watch?v=PZ2OsLBts1E&list=PLP9o9QNnQuAYYRpJzDNWpeuOVTwxmIxcI)
- [Cypress - End to End Testing Framework](https://dev.to/bushraalam/cypress-end-to-end-testing-framework-3naa)
",concept
9030202,soap ui,"SoapUI is the world's leading Functional Testing tool for SOAP and REST testing. With its easy-to-use graphical interface, and enterprise-class features, SoapUI allows you to easily and rapidly create and execute automated functional, regression, and load tests.

Visit the following resources to learn more:

- [SoapUI Official Website](https://www.soapui.org/)
- [SoapUI Docs](https://www.soapui.org/getting-started/)
",concept
9030203,postman newman,"Postman is an API platform for building and using APIs. Postman simplifies each step of the API lifecycle and streamlines collaboration so you can create better APIs—faster. It is an API client that makes it easy for developers to create, share, test, and document APIs. With this open-source solution, users can create and save simple and complex HTTP/s requests and read their responses.

Newman is a command-line Collection Runner for Postman. It enables you to run and test a Postman Collection directly from the command line. It's built with extensibility to integrate it with your continuous integration servers and build systems.

Visit the following resources to learn more:

- [Postman website](https://www.postman.com)
- [Learn postman](https://learning.postman.com/docs/getting-started/introduction/)
- [API testing with postman](https://www.youtube.com/watch?v=VywxIQ2ZXw4)
- [ Newman cli usage](https://learning.postman.com/docs/running-collections/using-newman-cli/command-line-integration-with-newman/)
",concept
9030204,rest assured,"Rest-assured helps developers and test engineers to test REST APIs in Java ease by using techniques used in dynamic languages such as Groovy and Ruby.

Visit the following resources to learn more:

- [REST-assured Website](https://rest-assured.io)
- [REST Assured Tutorial: How to test API with Example](https://www.guru99.com/rest-assured.html)
",concept
904,qa non functional testing,qa non functional testing,topic
90400,load and performance testing,load and performance testing,topic
9040000,vegeta,"Vegeta is a versatile HTTP load testing tool built out of a need to drill HTTP services with a constant request rate. It can be used both as a command line utility and a library.

Visit the following resources to learn more:

- [Vegeta Website](https://github.com/tsenart/vegeta)
",concept
9040001,jmeter,"Apache JMeter is an Apache project that can be used as a load testing tool for analyzing and measuring the performance of a variety of services, with a focus on web applications.

Visit the following resources to learn more:

- [Apache JMeter Website](https://jmeter.apache.org/)
- [Learn JMeter](https://www.youtube.com/playlist?list=PLJ9A48W0kpRIjLkZ32Do9yDZXnnm7_uj_)
",concept
9040002,locust,"Locust is an easy-to-use, scriptable and scalable performance testing tool. You define the behavior of your users in regular Python code instead of being stuck in a UI or restrictive domain-specific language. This makes Locust infinitely expandable and very developer friendly. Given below are some of the features of Locust.

- Write test scenarios in plain old Python
- Distributed and scalable - supports hundreds of thousands of concurrent users
- Web-based UI
- Can test any system
- Hackable

Visit the following resources to learn more:

- [Locust Website](https://locust.io/)
- [Learn Locust](https://www.youtube.com/playlist?list=PLJ9A48W0kpRKMCzJARCObgJs3SinOewp5)
",concept
9040003,gatling,"Gatling is a highly capable load testing tool. It is designed for ease of use, maintainability and high performance.

Out of the box, Gatling comes with excellent support of the HTTP protocol that makes it a tool of choice for load testing any HTTP server. As the core engine is actually protocol agnostic, it is perfectly possible to implement support for other protocols. For example, Gatling currently also ships JMS support.

Gatling’s architecture is asynchronous as long as the underlying protocol, such as HTTP, can be implemented in a non blocking way. This kind of architecture lets us implement virtual users as messages instead of dedicated threads, making them very resource cheap. Thus, running thousands of concurrent virtual users is not an issue.

Visit the following resources to learn more:

- [Gatling Website](https://gatling.io/)
- [Learn Gatling](https://www.youtube.com/playlist?list=PLJ9A48W0kpRJE6s8I1MjWm-z8BGbUYNCw)
",concept
9040004,k6,"Grafana k6 is an open-source load testing tool that makes performance testing easy and productive for engineering teams. k6 is free, developer-centric, and extensible.

Using k6, you can test the reliability and performance of your systems and catch performance regressions and problems earlier. k6 will help you to build resilient and performant applications that scale.

Visit the following resources to learn more:

- [k6 Website](https://k6.io/)
- [Learn k6](https://www.youtube.com/playlist?list=PLJ9A48W0kpRJKmVeurt7ltKfrOdr8ZBdt)
",concept
9040005,artillery,"Artillery is a modern, powerful & easy-to-use performance testing toolkit. Use it to ship scalable applications that stay performant & resilient under high load.

Artillery prioritizes developer productivity and happiness, and follows the ""batteries-included"" philosophy.

## Features

- Emulate complex user behavior with scenarios
- Load testing and smoke testing
- Batteries included
- Extensible & hackable
- Integrations and add-ons
- Designed for cross-team collaboration
- Planet-scale testing

Visit the following resources to learn more:

- [Artillery Website](https://www.artillery.io/)
- [Learn Artillery](https://www.youtube.com/playlist?list=PLJ9A48W0kpRJh1_uW2mVNhSIVCMYmNlm7)
",concept
9040006,lighthouse,"Lighthouse is an open-source, automated tool for improving the quality of web pages. You can run it against any web page, public or requiring authentication. It has audits for performance, accessibility, progressive web apps, SEO, and more. You can run Lighthouse in Chrome DevTools, from the command line, or as a Node module. You give Lighthouse a URL to audit, run a series of audits against the page, and then generate a report on how well the page did. From there, use the failing audits as indicators on how to improve the page. Each audit has a reference doc explaining why the audit is important and how to fix it.

Visit the following resources to learn more:

- [Lighthouse Website](https://github.com/GoogleChrome/lighthouse/)
",concept
9040007,webpage test,"WebPageTest is a web performance tool providing deep diagnostic information about how a page performs under a variety of conditions.

Each test can be run from different locations around the world, on real browsers, over any number of customizable network conditions.

Visit the following resources to learn more:

- [WebPageTest Website](https://www.webpagetest.org/)
",concept
90401,accessibility testing,accessibility testing,topic
9040100,chrome devtools,"These are a set of tools built into the browser to aid frontend developers diagnose and solve various issues in their applications — such as JavaScript and logical bugs, CSS styling issues or even just making quick temporary alterations to the DOM.

To enter the dev tools, right click and click **Inspect** (or press `ctrl+shift+c`/`cmd+opt+c`) to enter the Elements panel. Here you can debug CSS and HTML issues. If you want to see logged messages or interact with javascript, enter the **Console** tab from the tabs above (or press `ctrl+shift+j`/`cmd+opt+j` to enter it directly). Another very useful feature in the Chrome dev tools is the Lighthouse (for checking performance) — more on this later.

NOTE: This isn't a chrome-specific feature, and most browsers (Chromium based or otherwise) will have their own, largely-similar set of devtools.

Visit the following resources to learn more:

- [Official Docs](https://developer.chrome.com/docs/devtools/overview/)
- [Mastering Chrome Dev Tools](https://www.freecodecamp.org/news/mastering-chrome-developer-tools-next-level-front-end-development-techniques-3ac0b6fe8a3/)
",concept
9040101,wave,"Wave is a suite of evaluation tools that helps authors make their web content more accessible to individuals with disabilities. WAVE can identify many accessibility and Web Content Accessibility Guideline (WCAG) errors, but also facilitates human evaluation of web content.

Visit the following resources to learn more:

- [Wave Website](https://wave.webaim.org/)
- [WAVE Accessibility Testing Tool Tutorial](https://www.softwaretestinghelp.com/web-accessibility-testing-tools/)
",concept
9040102,axe,"Axe is a fast and lightweight accessibility testing tool that checks the entire document against the rules and generates a report with all violations, passes, etc.

Visit the following resources to learn more:

- [Axe Website](https://www.deque.com/axe/)
- [Accessibility testing using the axe-core library](https://www.browserstack.com/docs/automate/selenium/accessibility-testing)
",concept
90402,security testing,security testing,topic
9040200,authentication authorization,"`Authentication` is the process of verifying that an individual, entity or website is whom it claims to be. Authentication in the context of web applications is commonly performed by submitting a username or ID and one or more items of private information that only a given user should know.

`Authorization` may be defined as ""the process of verifying that a requested action or service is approved for a specific entity"" (NIST). `Authorization` is distinct from authentication which is the process of verifying an entity's identity. When designing and developing a software solution, it is important to keep these distinctions in mind. A user who has been authenticated (perhaps by providing a username and password) is often not authorized to access every resource and perform every action that is technically possible through a system.

For example, a web app may have both regular users and admins, with the admins being able to perform actions the average user is not privileged to do so, even though they have been authenticated. Additionally, authentication is not always required for accessing resources; an unauthenticated user may be authorized to access certain public resources, such as an image or login page, or even an entire web app.

Visit the following resources to learn more:

- [OWASP Website](https://cheatsheetseries.owasp.org/cheatsheets/Authorization_Cheat_Sheet.html)
",concept
9040201,vulnerability scanning,"Vulnerability scanning identifies hosts and host attributes
(e.g., operating systems, applications, open ports), but it also attempts to identify vulnerabilities rather
than relying on human interpretation of the scanning results. Many vulnerability scanners are equipped to
accept results from network discovery and network port and service identification, which reduces the
amount of work needed for vulnerability scanning.

Also, some scanners can perform their own network
discovery and network port and service identification. Vulnerability scanning can help identify outdated
software versions, missing patches, and misconfigurations, and validate compliance with or deviations
from an organization’s security policy.

This is done by identifying the operating systems and major
software applications running on the hosts and matching them with information on known vulnerabilities
stored in the scanners’ vulnerability databases.

Visit the following resources to learn more:

- [NIST Website](https://csrc.nist.gov/glossary/term/vulnerability_scanning)
",concept
9040202,owasp 10,"The Open Web Application Security Project, or OWASP, is an international non-profit organization dedicated to web application security.

The OWASP Top 10 is a regularly-updated report outlining security concerns for web application security, focusing on the 10 most critical risks. The report is put together by a team of security experts from all over the world. OWASP refers to the Top 10 as an ‘awareness document’ and they recommend that all companies incorporate the report into their processes in order to minimize and/or mitigate security risks.

Visit the following resources to learn more:

- [OWASP Top 10](https://owasp.org/www-project-top-ten/)
- [What is the OWASP Top 10?](https://www.cloudflare.com/learning/security/threats/owasp-top-10/)
",concept
9040203,attack vectors,"This metric reflects the context by which vulnerability exploitation is possible. This metric value (and consequently the Base Score) will be larger the more remote (logically, and physically) an attacker can be in order to exploit the vulnerable component. The assumption is that the number of potential attackers for a vulnerability that could be exploited from across a network is larger than the number of potential attackers that could exploit a vulnerability requiring physical access to a device, and therefore warrants a greater Base Score.

Visit the following resources to learn more:

- [FIRST.org Website](https://www.first.org/cvss/v3.1/specification-document)
",concept
9040204,secrets management,"Secrets Management is a systematic way of in managing, storing, securing, and retrieving credentials for any systems, database, and other services.

Credentials such as passwords, SSH keys, certificates, API keys, backup codes, and more.

Visit the following resources to learn more:

- [AWS Secrets Management Website](https://aws.amazon.com/secrets-manager/)
- [Vault Website](https://www.vaultproject.io/)
",concept
905,qa email testing,qa email testing,topic
90500,mailinator,"Mailinator allows Developers and QA Testing teams to automatically test their SMS and Email workflows like 2FA verifications, sign-ups, and password resets with trillions of inboxes at your fingertips. Whether you do Manual Testing, use an API, or a framework like Selenium, Cypress, Playwright, or Puppeteer - Mailinator will close the loop on email/SMS testing.

Visit the following resources to learn more:

- [Mailinator](https://www.mailinator.com/)
- [Mailinator Official Docs](https://www.mailinator.com/docs/index.html#mailinator)
",concept
90501,gmail tester,"Gmail-tester is a simple Node.js Gmail client which checks/returns email message(s) straight from any Gmail-powered account (both private and company).

Visit the following resources to learn more:

- [Gmail-tester Website](https://www.npmjs.com/package/gmail-tester)
- [Using the gmail-tester + Puppeteer to poll Gmail inbox](https://medium.com/@sergtimosh/using-gmail-tester-puppeteer-to-poll-gmail-inbox-65bbee17618c)
",concept
906,qa reporting,qa reporting,topic
90600,junit,"JUnit is known as a unit testing framework used for the Java programming language. JUnit has been playing a crucial in the development of test-driven development and is one of a family of unit testing frameworks. JUnit is useful to write repeatable tests for your application code units. JUnit stimulates the idea of “testing first, then coding,”. The test approach explicates –test a little + code a little = JUnit. JUnit helps the programmer by increasing the productivity and the stability of the program’s code snippets.That will helps in reducing the time of the tester, which is spent on debugging of the code.

Visit the following resources to learn more:

- [What is JUnit?](https://www.tutorialspoint.com/junit/junit_test_framework.htm)
",concept
90601,allure,"Allure Report is a flexible, lightweight multi-language test reporting tool. It provides clear graphical reports and allows everyone involved in the development process to extract the maximum of information from the everyday testing process.

Visit the following resources to learn more:

- [Allure](https://qameta.io/)
- [Allure Official Docs](https://docs.qameta.io/allure-report/)
",concept
90602,test rail,"TestRail is a web-based test management tool used by testers, developers and other stake holders to manage, track and organize software testing efforts. It follows a centralized test management concept that helps in easy communication and enables rapid development of task across QA team and other stakeholders .

Visit the following resources to learn more:

- [Testrail](https://www.gurock.com/testrail/)
- [Testrail Official Docs](https://support.gurock.com/hc/en-us/)
- [Testrail Tutorial Docs](https://www.tutorialspoint.com/testrail/testrail_introduction.htm)
",concept
907,qa monitoring logs,qa monitoring logs,topic
90700,grafana,"Grafana is the open-source platform for monitoring and observability. It allows you to query, visualize, alert on and understand your metrics no matter where they are stored.

Visit the following resources to learn more:

- [Grafana Website](https://grafana.com/)
- [Grafana Official Documentation](https://grafana.com/docs/)
- [Grafana Community](https://community.grafana.com/)
- [Grafana Webinars and Videos](https://grafana.com/videos/)
",concept
90701,new relic,"New Relic is an observability platform that helps you build better software. You can bring in data from any digital source so that you can fully understand your system and how to improve it.

Visit the following resources to learn more:

- [New Relic Website](https://newrelic.com/)
- [Learn New Relic](https://learn.newrelic.com/)
",concept
90702,run scope,"A Simple Tool for Monitoring Complex APIs. Verify that the structure and content of your API calls meets your expectations. Powerful and flexible assertions give you total control over defining a successful API call.

Create simple monitors with dynamic data for even the most complex use cases. More than simple string matching, build API validations without any code and use them across local dev, staging and production environments.

Visit the following resources to learn more:

- [Runscope Website](https://www.runscope.com)
",concept
90703,sentry,"Sentry tracks your software performance, measuring metrics like throughput and latency, and displaying the impact of errors across multiple systems. Sentry captures distributed traces consisting of transactions and spans, which measure individual services and individual operations within those services.

Visit the following resources to learn more:

- [Sentry Website](https://sentry.io)
",concept
90704,kibana,"Kibana is a free and open user interface that lets you visualize your Elasticsearch data and navigate the Elastic Stack. Do anything from tracking query load to understanding the way requests flow through your apps.

Visit the following resources to learn more:

- [Elastic Kibana Website](https://www.elastic.co/kibana/)
- [Learn Kibana](https://www.elastic.co/training/free)
",concept
90705,data dog,"Datadog is a monitoring and analytics platform for large-scale applications. It encompasses infrastructure monitoring, application performance monitoring, log management, and user-experience monitoring. Datadog aggregates data across your entire stack with 400+ integrations for troubleshooting, alerting, and graphing.

Visit the following resources to learn more:

- [Datadog Website](https://www.datadoghq.com/)
- [Official Documentation](https://docs.datadoghq.com/)
",concept
90706,pager duty,"Through its SaaS-based platform, PagerDuty empowers developers, DevOps, IT operations and business leaders to prevent and resolve business-impacting incidents for exceptional customer experience. When revenue and brand reputation depends on customer satisfaction, PagerDuty arms organizations with the insight to proactively manage events that may impact customers across their IT environment. With hundreds of native integrations, on-call scheduling and escalations, machine learning, business-wide response orchestration, analytics, and much more, PagerDuty gets the right data in the hands of the right people in real time, every time.

Visit the following resources to learn more:

- [PagerDuty Website](https://www.pagerduty.com/)
- [Learn PagerDuty](https://university.pagerduty.com/)
",concept
908,qa vcs,qa vcs,topic
90800,git,"[Git](https://git-scm.com/) is a free and open source distributed version control system designed to handle everything from small to very large projects with speed and efficiency.

Visit the following resources to learn more:

- [Git & GitHub Crash Course For Beginners](https://www.youtube.com/watch?v=SWYqp7iY_Tc)
- [Learn Git with Tutorials, News and Tips - Atlassian](https://www.atlassian.com/git)
- [Git Cheat Sheet](https://cs.fyi/guide/git-cheatsheet)
",concept
909,qa repo hosting services,qa repo hosting services,topic
90900,gitlab,"GitLab is a provider of internet hosting for software development and version control using Git. It offers the distributed version control and source code management functionality of Git, plus its own features.

Visit the following resources to learn more:

- [GitLab Website](https://gitlab.com/)
- [GitLab Documentation](https://docs.gitlab.com/)
",concept
90901,bitbucket,"Bitbucket is a Git based hosting and source code repository service that is Atlassian's alternative to other products like GitHub, GitLab etc

Bitbucket offers hosting options via Bitbucket Cloud (Atlassian's servers), Bitbucket Server (customer's on-premise) or Bitbucket Data Centre (number of servers in customers on-premise or cloud environment)

Visit the following resources to learn more:

- [Bitbucket Website](https://bitbucket.org/product)
- [A brief overview of Bitbucket](https://bitbucket.org/product/guides/getting-started/overview#a-brief-overview-of-bitbucket)
- [Getting started with Bitbucket](https://bitbucket.org/product/guides/basics/bitbucket-interface)
- [Using Git with Bitbucket Cloud](https://www.atlassian.com/git/tutorials/learn-git-with-bitbucket-cloud)
- [Bitbucket tutorial | How to use Bitbucket Cloud](https://www.youtube.com/watch?v=M44nEyd_5To)
- [Bitbucket Tutorial | Bitbucket for Beginners](https://www.youtube.com/watch?v=i5T-DB8tb4A)
",concept
90902,github,"GitHub is a provider of Internet hosting for software development and version control using Git. It offers the distributed version control and source code management functionality of Git, plus its own features.

Visit the following resources to learn more:

- [GitHub Website](https://github.com)
- [GitHub Documentation](https://docs.github.com/en/get-started/quickstart)
- [What is GitHub?](https://www.youtube.com/watch?v=w3jLJU7DT5E)
- [Git vs. GitHub: Whats the difference?](https://www.youtube.com/watch?v=wpISo9TNjfU)
- [Git and GitHub for Beginners](https://www.youtube.com/watch?v=RGOj5yH7evk)
- [Git and GitHub - CS50 Beyond 2019](https://www.youtube.com/watch?v=eulnSXkhE7I)
- [How to Use Git in a Professional Dev Team](https://ooloo.io/project/github-flow)
",concept
910,qa ci cd,qa ci cd,topic
91000,jenkins,"Jenkins is an open-source CI/CD automation server. Jenkins is primarily used for building projects, running tests, static code analysis and deployments.

Visit the following resources to learn more:

- [Jenkins Website](https://www.jenkins.io/)
- [Official Jenkins Handbook](https://www.jenkins.io/doc/book/)
- [Jenkins Getting Started Guide](https://www.jenkins.io/doc/pipeline/tour/getting-started/)
",concept
91001,travis ci,"Travis CI is a CI/CD service that is primarily used for building and testing projects that are hosted on BitBucket and GitHub. Open source projects can utilized Travis CI for free.

Visit the following resources to learn more:

- [Travis CI Website](https://www.travis-ci.com/)
- [Travis CI Documentation](https://docs.travis-ci.com/)
- [Travis CI Tutorial](https://docs.travis-ci.com/user/tutorial/)
",concept
91002,circle ci,"CircleCI is a CI/CD service that can be integrated with GitHub, BitBucket and GitLab repositories. The service that can be used as a SaaS offering or self-managed using your own resources.

Visit the following resources to learn more:

- [CircleCI Website](https://circleci.com/)
- [CircleCI Documentation](https://circleci.com/docs)
- [Configuration Tutorial](https://circleci.com/docs/config-intro)
",concept
91003,drone,"Drone is a CI/CD service offering by [Harness](https://harness.io/). Each build runs on an isolated Docker container, and Drone integrates with many popular source code management repositories like GitHub, BitBucket and GitLab

Visit the following resources to learn more:

- [Drone Website](https://www.drone.io/)
- [Official Documentation](https://docs.drone.io/)
- [Drone Getting Started Guide](https://docs.drone.io/server/overview/)
",concept
91004,gitlab ci,"GitLab offers a CI/CD service that can be used as a SaaS offering or self-managed using your own resources. You can use GitLab CI with any GitLab hosted repository, or any BitBucket Cloud or GitHub repository in the GitLab Premium self-managed, GitLab Premium SaaS and higher tiers.

Visit the following resources to learn more:

- [GitLab Website](https://gitlab.com/)
- [GitLab Documentation](https://docs.gitlab.com/)
- [Get Started with GitLab CI](https://docs.gitlab.com/ee/ci/quick_start/)
- [Learn GitLab Tutorials](https://docs.gitlab.com/ee/tutorials/)
- [GitLab CI/CD Examples](https://docs.gitlab.com/ee/ci/examples/)
",concept
91005,bamboo,"Bamboo is a CI/CD service provided by Atlassian. Bamboo is primarily used for automating builds, tests and releases in a single workflow.

Visit the following resources to learn more:

- [Bamboo Website](https://www.atlassian.com/software/bamboo)
- [Official Documentation](https://confluence.atlassian.com/bamboo/bamboo-documentation-289276551.html)
- [Bamboo Getting Started Guide](https://confluence.atlassian.com/bamboo/getting-started-with-bamboo-289277283.html)
",concept
91006,team city,"TeamCity is a CI/CD service provided by JetBrains. TeamCity can be used as a SaaS offering or self-managed using your own resources.

Visit the following resources to learn more:

- [TeamCity Website](https://www.jetbrains.com/teamcity/)
- [Official Documentation](https://www.jetbrains.com/help/teamcity/teamcity-documentation.html)
- [TeamCity Tutorials](https://www.jetbrains.com/teamcity/tutorials/)
- [TeamCity Learning Portal](https://www.jetbrains.com/teamcity/learn/)
",concept
91007,azure devops services,"Azure DevOps is developed by Microsoft as a full scale application lifecycle management and CI/CD service. Azure DevOps provides developer services for allowing teams to plan work, collaborate on code development, and build and deploy applications.

Visit the following resources to learn more:

- [Azure DevOps Website](https://azure.microsoft.com/en-us/services/devops/#overview)
- [Official Documentation](https://docs.microsoft.com/en-us/azure/devops/?view=azure-devops&viewFallbackFrom=vsts)
- [Azure DevOps Getting Started Guide](https://docs.microsoft.com/en-us/azure/devops/user-guide/sign-up-invite-teammates?view=azure-devops)
",concept
911,qa headless testing,qa headless testing,topic
91100,zombie js,"Zombie.js allows you to run Unit or Integration tests without a real web browser. Instead, it uses a simulated browser where it stores the HTML code and runs the JavaScript you may have in your HTML page. This means that an HTML page doesn’t need to be displayed, saving precious time that would otherwise be occupied rendering it.

Visit the following resources to learn more:

- [Zombie.js Website](http://zombie.js.org/)
- [Getting Started with Zombie.js](https://www.packt.com/getting-started-zombiejs/)
",concept
91101,playwright,"Playwright is an open-source test automation library initially developed by Microsoft contributors. It supports programming languages such as Java, Python, C#, and NodeJS. Playwright comes with Apache 2.0 License and is most popular with NodeJS with Javascript/Typescript.

Visit the following resources to learn more:

- [Playwright Website](https://playwright.dev/)
- [Playwright Tutorial: Learn Basics and Setup](https://www.browserstack.com/guide/playwright-tutorial)
",concept
91102,puppeteer,"Puppeteer is a Node library that provides a high-level API to control headless Chrome or Chromium browsers over the DevTools Protocol. It can also be configured to use full (non-headless) Chrome or Chromium.

Visit the following resources to learn more:

- [Puppeteer Website](https://pptr.dev/)
- [How to Use Puppeteer With Node.js](https://www.freecodecamp.org/news/how-to-use-puppeteer-with-nodejs/)
",concept
91103,cypress,"Cypress framework is a JavaScript-based end-to-end testing framework built on top of Mocha – a feature-rich JavaScript test framework running on and in the browser, making asynchronous testing simple and convenient. It also uses a BDD/TDD assertion library and a browser to pair with any JavaScript testing framework.

Visit the following resources to learn more:

- [Official Website](https://www.cypress.io/)
- [Official Documentation](https://docs.cypress.io/guides/overview/why-cypress#Other)
- [Cypress End-to-End Testing](https://www.youtube.com/watch?v=7N63cMKosIE)
",concept
91104,headless chrome,"Headless Chrome is a way to run the Chrome browser in a headless environment without the full browser UI. One of the benefits of using Headless Chrome (as opposed to testing directly in Node) is that your JavaScript tests will be executed in the same environment as users of your site.

Visit the following resources to learn more:

- [Headless Chromium](https://chromium.googlesource.com/chromium/src/+/lkgr/headless/README.md)
",concept
91105,headless fox,"Headless Browser Testing is a process of running the browser tests without the type of browser UI or GUI. In headless browser testing, to conduct cross-browser testing the tester can run test cases accurately and successfully without requiring the browser on which application needs to be tested.

Visit the following resources to learn more:

- [Using Headless Mode in Firefox](https://hacks.mozilla.org/2017/12/using-headless-mode-in-firefox/)
",concept
91106,html unit,"HtmlUnit is a ""GUI-Less browser for Java programs"". It models HTML documents and provides an API that allows you to invoke pages, fill out forms, click links, etc... just like you do in your ""normal"" browser. It has fairly good JavaScript support (which is constantly improving) and is able to work even with quite complex AJAX libraries, simulating Chrome, Firefox or Internet Explorer depending on the configuration used.

HtmlUnit is not a generic unit testing framework. It is specifically a way to simulate a browser for testing purposes and is intended to be used within another testing framework such as JUnit or TestNG.

Visit the following resources to learn more:

- [HtmlUnit Website](https://htmlunit.sourceforge.io/)
- [Introduction to HtmlUnit](https://www.baeldung.com/htmlunit)
",concept
1000,human decision making,human decision making,topic
100000,frameworks,frameworks,topic
